antecedent,consequent,weight,count,source_row,confidence
Tin=Hot AND Tout=Normal AND L=Low AND Solar=High AND CO2=Low AND N=Normal AND E=Low AND W=3,Poor,0.4005227825689295,1,1651,0.9994524450788717
Tin=Hot AND Tout=Normal AND L=Low AND Solar=High AND CO2=Normal AND Wind=Low AND N=Normal AND W=3,Acceptable,0.4390291637858702,1,1155,0.8182571675854449
Tin=Hot AND Tout=Normal AND L=Low AND Solar=High AND CO2=Normal AND Wind=Medium AND N=Normal AND W=3,Acceptable,0.3827717404657785,1,54,0.6266367665581103
Tin=Hot AND Tout=Normal AND L=Normal AND CO2=Normal AND Wind=Medium AND N=High AND E=High AND W=1,Poor,0.3442859042992816,1,1406,0.9940371475281394
Tin=Hot AND Tout=Normal AND L=Normal AND Solar=Normal AND CO2=Normal AND N=High AND E=Normal AND W=3,Poor,0.3639022552496286,1,1179,0.2619780578956756
Tin=Normal AND Hin=Dry AND Hout=Dry AND CO2=High AND Wind=Medium AND N=Low AND E=Normal AND W=3,Poor,0.3566012301200171,1,1044,0.6970425145386823
Tin=Normal AND Hin=Dry AND Hout=Dry AND CO2=Normal AND Wind=Low AND N=Low AND E=Normal AND W=0,Poor,0.4044737892122293,1,141,0.9222892395832266
Tin=Normal AND Hin=Dry AND Hout=Dry AND L=Low AND CO2=Normal AND N=Low AND E=Normal AND W=3,Acceptable,0.4615692200147027,1,698,0.7914535964723737
Tin=Normal AND Hin=Dry AND Hout=Dry AND L=Normal AND CO2=Normal AND Wind=Low AND N=High AND W=3,Acceptable,0.7441518232958071,1,1534,0.9992492016520512
Tin=Normal AND Hin=Dry AND Hout=Dry AND L=Normal AND Solar=Low AND CO2=Normal AND N=Normal AND W=1,Poor,0.3723426455275533,1,485,0.9743340693445636
Tin=Normal AND Hin=Dry AND Hout=Dry AND L=Normal AND Solar=Normal AND CO2=High AND N=High AND W=3,Acceptable,0.4164075396256542,1,868,0.971934110595968
Tin=Normal AND Hin=Dry AND Hout=Dry AND L=Normal AND Solar=Normal AND CO2=Normal AND E=Normal AND W=3,Acceptable,0.4020395717550797,1,1704,0.7674097408260856
Tin=Normal AND Hin=Dry AND L=Low AND Solar=High AND Wind=Medium AND N=High AND E=Normal AND W=3,Good,0.3585021169147118,1,1159,0.9387567918257688
Tin=Normal AND Hin=Dry AND L=Normal AND CO2=Normal AND Wind=High AND N=Normal AND E=Normal AND W=1,Acceptable,0.3506666910748941,1,1740,0.490388854928289
Tin=Normal AND Hin=Dry AND Solar=Low AND CO2=Normal AND Wind=Medium AND N=High AND E=Normal AND W=1,Acceptable,0.4751711087288589,1,1185,0.9964684638668098
Tin=Normal AND Hin=Normal AND Hout=Dry AND L=Low AND Solar=Normal AND CO2=Normal AND Wind=Medium AND W=3,Good,0.5074100337891476,1,1293,0.7627352616305549
Tin=Normal AND Hin=Normal AND Hout=Dry AND L=Normal AND Solar=Normal AND CO2=Normal AND E=Normal AND W=3,Good,0.5389398768946566,1,154,0.5315122558468586
Tin=Normal AND Hin=Normal AND Hout=Normal AND CO2=High AND Wind=Medium AND N=Normal AND E=Normal AND W=0,Acceptable,0.3936360428128947,1,207,0.9479385162397986
Tin=Normal AND Hin=Normal AND Hout=Normal AND CO2=Low AND Wind=Low AND N=Low AND E=Normal AND W=3,Good,0.3895218165525736,1,51,0.9999999999972218
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=High AND CO2=Low AND Wind=Medium AND E=Normal AND W=1,Poor,0.3773946360153254,1,794,0.7501797096168431
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Low AND CO2=Normal AND Wind=Low AND N=Low AND W=3,Good,0.3822996708946289,2,1382,0.8238475409327863
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Low AND Solar=High AND CO2=Normal AND N=High AND W=3,Good,0.5656010634994694,1,59,0.8696209259196768
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Low AND Solar=High AND CO2=Normal AND N=Normal AND W=3,Good,0.4900558464089206,1,68,0.7997840017934826
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Low AND Solar=Normal AND CO2=Normal AND Wind=Low AND W=0,Acceptable,0.3773946360153258,1,1353,0.997808550654981
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Low AND Wind=Low AND N=High AND E=Normal AND W=3,Good,0.3346822438213531,1,1698,0.8840300448731246
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Normal AND CO2=Low AND Wind=Low AND N=Low AND W=0,Acceptable,0.3750490284024861,1,1439,0.9415440263447844
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Normal AND CO2=Normal AND Wind=Low AND E=High AND W=0,Acceptable,0.4215684163715142,1,1768,0.8712342917819236
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Normal AND CO2=Normal AND Wind=Medium AND E=Normal AND W=3,Good,0.3906112024254451,1,1271,0.6730479670660872
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Normal AND Solar=Low AND CO2=Normal AND N=Low AND W=1,Poor,0.536572994553427,1,539,0.2806877963453003
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Normal AND Solar=Low AND N=Normal AND E=Normal AND W=1,Acceptable,0.5255875764973961,1,181,0.9125284962098152
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Normal AND Solar=Low AND Wind=High AND E=Normal AND W=1,Acceptable,0.3773946360153258,1,1321,0.9420913944980572
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Normal AND Solar=Normal AND CO2=Normal AND E=Normal AND W=0,Acceptable,0.5391121258919578,1,136,0.9052243069005156
Tin=Normal AND Hin=Normal AND Hout=Normal AND L=Normal AND Wind=Medium AND N=Normal AND E=Normal AND W=1,Acceptable,0.5533707086307139,1,776,0.8891528739098074
Tin=Normal AND Hin=Normal AND Hout=Normal AND Solar=Low AND CO2=High AND Wind=Medium AND N=High AND W=1,Poor,0.3720556362978197,1,134,0.6809048296743418
Tin=Normal AND Hin=Normal AND Hout=Normal AND Solar=Low AND CO2=Normal AND Wind=Medium AND E=Normal AND W=1,Acceptable,0.559549104332851,1,374,0.8882445618490356
Tin=Normal AND Hin=Normal AND Hout=Normal AND Solar=Normal AND CO2=Normal AND N=High AND E=Normal AND W=0,Acceptable,0.4638699507660158,1,117,0.9355068899686124
Tin=Normal AND Hin=Normal AND Hout=Normal AND Solar=Normal AND Wind=Medium AND N=Low AND E=Normal AND W=0,Acceptable,0.3602704622322911,1,1272,0.894748278100577
Tin=Normal AND Hin=Normal AND Hout=Normal AND Solar=Normal AND Wind=Medium AND N=Normal AND E=Normal AND W=0,Acceptable,0.3370495410476623,1,932,0.9161110008262938
Tin=Normal AND Hin=Normal AND Hout=Wet AND Solar=Low AND CO2=Normal AND N=Normal AND E=High AND W=1,Acceptable,0.3495369078699306,1,952,0.746216088046501
Tin=Normal AND Hin=Normal AND L=High AND Solar=Low AND CO2=Normal AND N=Low AND E=High AND W=2,Poor,0.4248705356681754,1,863,0.999999999997246
Tin=Normal AND Hin=Normal AND L=High AND Solar=Low AND Wind=Medium AND N=Low AND E=High AND W=1,Poor,0.3809796338127711,1,739,0.9304888756396962
Tin=Normal AND Hin=Normal AND L=Low AND Solar=High AND Wind=Low AND N=High AND E=Normal AND W=3,Good,0.3742787864665919,1,1385,0.9096086510404572
Tin=Normal AND Hin=Normal AND L=Normal AND CO2=Low AND Wind=Medium AND N=High AND E=Normal AND W=0,Acceptable,0.4493606959156891,1,816,0.9924726001030696
Tin=Normal AND Hin=Normal AND L=Normal AND CO2=Normal AND Wind=Low AND N=Normal AND E=Normal AND W=0,Acceptable,0.3841543378105191,1,142,0.9300425735641432
Tin=Normal AND Hin=Normal AND L=Normal AND Solar=Low AND CO2=Normal AND Wind=High AND N=Low AND W=1,Acceptable,0.3685649184037676,1,1376,0.8594731396393847
Tin=Normal AND Hin=Normal AND L=Normal AND Solar=Low AND Wind=Medium AND N=Normal AND E=Normal AND W=1,Acceptable,0.3716480097330858,1,316,0.9190832592199992
Tin=Normal AND Hin=Normal AND L=Normal AND Solar=Normal AND Wind=Low AND N=High AND E=Normal AND W=3,Good,0.4811491432098929,1,1619,0.6448911134374782
Tin=Normal AND Hin=Normal AND L=Normal AND Solar=Normal AND Wind=Medium AND N=High AND E=Normal AND W=3,Acceptable,0.6215885223684088,2,1562,0.4745850093125702
Tin=Normal AND Hin=Normal AND Solar=Low AND CO2=Normal AND Wind=Medium AND N=Low AND E=Normal AND W=1,Acceptable,0.4751067579713855,1,333,0.8102241745277298
Tin=Normal AND Hin=Normal AND Solar=Low AND CO2=Normal AND Wind=Medium AND N=Low AND E=Normal AND W=2,Poor,0.4477072618371319,1,1283,0.9999999999981838
Tin=Normal AND Hin=Wet AND Hout=Normal AND L=Normal AND Solar=Normal AND Wind=Medium AND N=High AND W=0,Acceptable,0.3433450419180435,1,229,0.9831034983857856
Tin=Normal AND Hin=Wet AND Hout=Wet AND L=Low AND Solar=Normal AND CO2=Low AND N=High AND W=3,Acceptable,0.3464544520555458,1,1451,0.9999999999972664
